1320,1465
1408,1536
1380,1462
1379,1484
1344,1339
1360,1497
1909,3064
1849,3056
1677,2984
1593,2696
1809,3009
1697,2840
1712,2872
1544,2721
1705,3065
1753,3040
1831,3025
1793,3049
1736,3129
1689,3056
1681,3072
736,2048
1920,3081
650,1912
637,1688
1520,1976
737,1948
712,1876
457,2279
737,1948
728,1944
1498,1968
1569,689
688,1937
632,1949
769,1980
1608,769
2895,3903
2895,3903
2607,3519
2871,3871
2895,3903
2847,3839
1184,1534
2895,3903
2895,3903
2895,3903
1353,1672
2895,3903
2895,3903
2895,3903
1337,2216
1320,2024
1368,1953
1305,1800
1328,2036
1376,2038
1272,1912
1265,1833
1350,1928
1384,2041
1400,2041
1392,2044
1429,2009
1425,2008
1445,1994
1424,2049
1492,1996
1489,1897
1317,1784
1440,1809
1505,1865
1452,1889
1312,1705
1465,1904
1481,1901
1489,1784
1453,1945
1480,1921
1416,1809
1497,1785
1161,1088
1069,1080
1368,2952
984,1064
1118,1138
1074,1077
1102,1127
1000,1009
1042,1056
1082,1137
976,1104
1084,1213
1132,1061
1093,1084
1065,1272
705,2096
801,1949
601,1960
705,1792
774,1967
793,1877
776,1904
599,1771
792,1937
1993,3521
641,1989
721,2024
694,2060
694,1893
873,1977
1505,1824
1417,2728
1473,1744
1432,2504
1546,1842
1441,1712
1545,2680
1364,1629
1456,1712
1729,2913
1600,2720
1601,2792
1512,2657
1560,2816
1336,2513
1161,2217
1168,2309
1088,2233
996,2042
1193,2249
1016,2337
1113,2225
969,2098
1088,2417
904,2256
1069,2417
1008,2381
1097,2240
1040,2224
1056,2460
968,933
1058,1058
1105,1009
1537,2740
1692,3000
1704,2984
1646,2967
1545,2672
1761,3033
1719,3148
1658,3016
1025,1113
1713,2968
1734,2997
1784,3033
1704,1697
1921,2368
1859,1608
1865,1921
1904,845
2049,1617
1768,1608
1619,1496
1935,1592
2208,1537
1878,1640
2080,673
1920,1529
1977,1636
1765,1690
1468,1954
1504,2090
1497,1848
1361,1856
1512,1937
1561,2121
1472,2000
1293,1885
1480,2064
1496,2001
1545,2081
1489,1793
1070,781
1560,2056
1593,1960
1358,1920
1672,1901
1472,1712
1312,1672
1409,1844
1465,1864
1557,1864
1433,1897
1478,1885
1565,1829
1529,1872
1457,1776
1521,1680
1569,1816
1528,1690
1221,1053
1080,949
1344,929
953,873
1093,1033
1205,776
988,988
969,801
1109,1036
2240,680
1185,969
2120,937
1128,992
976,958
2115,1194
1257,728
2152,2688
2144,2688
1985,2352
2169,2693
1368,1874
2089,2544
1824,2439
1329,600
2312,2708
2112,2604
2096,2556
2152,2613
2176,2688
1343,672
1392,2017
1145,2028
1401,1869
1121,1809
1233,2004
1179,1966
1136,2025
1049,1825
1713,593
1113,1665
1129,2017
1800,2057
1201,1993
1784,2377
1371,1918
2193,1001
2248,954
664,1401
2025,776
2249,904
633,1385
2153,929
2076,852
2265,856
2425,592
2169,856
2166,938
625,1497
2291,867
753,1601
128,3903
990,1715
960,1656
2607,3519
128,3871
2895,3903
2847,3839
128,128
945,1664
1040,1593
2895,3903
2581,2001
2895,3903
993,1772
128,128
1957,3213
1545,705
1988,3232
1504,1185
1864,3180
1993,3265
1985,3196
1773,2952
2895,3903
2189,3368
2017,3199
1928,3251
1512,928
1977,3209
2105,3496
1809,833
1865,937
1848,856
1609,2772
1285,1728
1232,1809
1696,765
1600,812
1232,1672
1257,2106
1355,1773
1797,832
1257,1681
1849,913
2264,3041
1289,1125
1344,1025
1425,841
1217,889
1417,1057
1345,905
1363,921
1225,824
1328,960
1181,617
1377,873
1393,969
1345,873
1306,944
1321,785
1088,2045
1296,2128
1313,2056
1049,1921
1256,2016
1265,2088
1161,2105
1261,1928
1305,2132
1336,2080
1200,2105
1289,2133
1433,2145
1257,2121
1290,1949
1544,392
1432,1569
1473,1425
1304,1296
1497,1545
1540,368
1448,1396
1403,322
1525,1540
1540,1476
1497,1633
1472,1625
1593,1585
1538,1514
1601,368
2049,3176
1649,2041
1992,2608
1645,1889
1825,921
1896,2777
1912,2608
1724,2513
2012,972
1825,1584
1993,848
2060,953
1856,929
1820,2563
2041,2768
490,2133
2620,2120
564,1993
2360,1868
2016,1056
2624,1834
2006,984
2353,1760
1887,855
2168,889
2641,1872
728,2202
1936,856
1234,1523
2043,948
1537,1729
1409,1881
1356,1976
1281,1936
1313,2161
1296,1912
1297,1969
1180,1745
1231,2056
1332,1768
1289,2121
1377,1881
1329,1913
1449,1904
1305,2085
1209,2416
1304,2011
1265,1937
1169,1833
1320,2076
1350,2028
1273,1960
1177,1836
1353,2009
1286,1987
1304,2001
1273,1896
1304,2734
1226,1918
1097,2005
1713,3496
1693,3216
1327,1349
1505,2864
1329,1553
1345,1560
1728,3561
1217,1244
1336,1424
1304,1417
1368,1489
1357,1460
1360,1432
1701,3577
1625,3225
128,128
1560,1729
1633,3093
1390,1815
1593,3081
1593,1880
2847,3839
1936,3380
1649,3056
1569,2808
1585,2776
1528,2761
1527,3400
1601,2888
1385,2815
792,1680
1769,2001
912,1416
1948,3285
976,1585
1659,460
1793,2728
1633,2737
1641,756
1732,3313
1920,1729
1801,3088
1892,3121
1608,809
1665,564
2224,3445
2192,3361
2424,3449
2065,2889
2274,3329
2329,3268
2196,3377
2145,2968
2192,3224
2297,3337
2317,3377
2249,3360
2302,3346
2449,3224
2384,408
2304,3120
2217,2988
2272,3184
1728,1137
2041,3224
1588,2085
2195,3171
2010,2881
1984,1601
1576,2121
1665,1296
2225,3193
1657,1992
2208,3168
2368,2993
128,128
1840,789
2895,3903
2607,3519
2871,128
2895,3903
128,128
128,128
1729,1097
128,128
128,128
2895,3903
128,128
128,128
2895,3903
1633,2657
1460,2573
1633,2520
1457,2360
1484,2560
1509,2617
1457,2508
1393,2312
1665,2584
1617,2520
1625,2616
1633,2520
1584,2592
1544,2608
1480,2625
2895,3903
873,2040
2895,3903
803,1747
873,1905
856,1961
871,1919
657,2497
889,2001
929,1929
856,1920
921,1963
888,1936
833,1930
2895,3903
2357,3582
2568,3489
2479,3564
2289,3188
2305,3432
2577,3533
2420,3507
2267,3207
2504,3432
2304,3592
2553,3518
2225,3592
2409,3596
2409,3397
2461,3520
553,2079
1793,1321
1867,926
1654,907
1921,1121
1905,1044
1881,953
1801,1025
1825,970
1833,1033
1757,988
593,2029
1832,913
1784,888
1814,1074
801,2873
489,705
817,2728
301,617
473,665
473,681
792,2689
2197,1257
473,544
468,673
416,712
441,656
408,545
787,2683
866,2552
409,2116
376,2177
377,2164
320,1808
344,2065
368,2028
376,2225
365,1905
384,2217
368,2137
473,2153
385,2089
409,1949
440,2396
401,2077
1329,2140
1337,2053
1385,1888
1317,1793
1344,1968
617,2408
2164,2808
1417,1920
1345,1985
1425,1945
1369,2225
1369,2209
1409,2077
1457,2060
1273,2073
448,2193
600,2272
545,2332
505,2068
593,2224
536,2296
512,2168
480,2056
538,2255
544,2329
545,2329
534,2349
503,2245
506,2275
433,2385
2056,777
2288,881
2384,2336
1945,817
1305,1424
2177,866
2112,752
1977,849
2217,840
2168,889
2281,1081
1272,1488
2184,897
2200,849
1937,761
881,2417
897,2216
888,2417
825,2120
808,2433
776,2368
867,2304
696,2128
913,2241
945,2376
898,2360
1025,2400
825,2377
803,2358
890,2393
1665,1821
1408,2137
1432,2120
1369,1688
1513,1961
1449,1840
1392,1936
1445,1793
1489,1824
1489,2184
1511,1984
1480,1928
1481,2097
1505,2013
1416,2073
2504,2201
1480,1457
1440,1281
1337,1321
1480,1305
1489,1304
1481,1417
2265,1905
1508,1492
1513,1392
1400,1449
1505,697
1588,1441
1588,1441
1488,1361
2154,529
2128,648
2201,561
2025,721
2173,753
2249,648
2249,688
1937,618
2137,658
2073,721
2240,769
2016,808
2152,657
2105,657
2129,545
2132,1601
2021,1964
1996,1857
1797,1648
1900,1832
2049,1800
2105,1848
1776,1648
1925,1913
2017,1935
1989,1948
1966,470
2048,1792
2033,1800
2053,2012
1138,1033
1249,1104
1120,973
1015,1027
1041,1201
1193,1193
1169,1153
1068,1129
1193,1193
1249,1104
1289,1120
1146,1182
1257,1188
1180,1169
1329,1104
2376,1537
2424,1984
2541,1790
2176,1417
2401,1122
2465,1313
2463,1225
1009,957
2344,1473
2416,1195
2560,2705
2344,1945
2448,908
2505,1281
2248,1684
2895,3903
2895,3903
2895,3903
2607,3519
2871,3871
2895,3903
2847,3839
2607,3519
2652,1928
2895,3903
2895,3903
2895,3903
2895,3903
2895,3903
2895,3903
1736,1572
1690,2705
1681,2737
1542,2428
1392,1185
1725,2710
1632,2697
1309,1033
1737,2672
1668,2802
1736,2748
1793,2849
1320,1161
1680,2710
1665,2441
1449,1584
1449,1681
1481,1208
1371,2080
1453,1817
1504,2417
1472,2261
1376,2062
1505,2263
1456,1721
1505,2272
1513,2400
1513,1712
1496,2248
1520,2184
1305,2001
1236,1891
1225,1888
1137,1712
1233,1848
1247,1801
1284,1929
1153,1793
1246,1776
1232,1784
1273,648
1232,2044
1264,1800
1200,1777
1344,1825
1193,2185
1457,929
1537,865
1288,826
1273,2241
1229,2200
1381,902
1369,752
1274,2202
1264,2233
1408,864
2895,3903
1260,2161
2349,2656
2304,2361
1305,1672
1456,1681
1481,1696
1412,1512
1465,1720
1588,1628
1553,1613
1393,1564
1481,1681
1480,1689
1576,1745
1480,1745
1656,1761
1508,1669
1441,1849
1278,2425
1401,2392
1529,2320
1275,2120
1425,2401
1465,2312
1400,2321
1298,2064
1408,2288
1442,2282
1395,2290
1505,2280
2582,2147
2394,945
1193,2393
760,2081
1129,2201
1129,2053
1049,1953
1113,2141
1116,2149
1129,2128
1041,1920
1077,2130
1145,2080
1161,2137
1040,2153
1142,2131
1096,2093
801,2128
2222,3112
1424,1840
2129,3393
1465,1744
1633,2029
1704,2025
2161,3380
1441,1813
1716,1808
1713,1752
2161,3472
2240,465
1641,1800
2257,3449
2088,2893
1201,2237
1285,2185
1164,2225
1121,2033
1089,2276
1056,2161
1332,2097
1184,2057
1228,2177
1257,2313
1081,2169
1201,2237
1385,2168
1193,2186
1164,2193
2598,1273
2568,1317
1505,1840
2336,1193
2568,1349
2609,1418
2577,1305
2345,1225
2597,1393
2611,1408
2596,1320
2558,1381
2613,1400
2633,1329
2568,1369
1337,1736
1512,1580
1369,2112
1356,1359
1432,1633
1569,3055
1424,1524
1385,1376
1490,1507
1529,1593
1489,1536
1485,1556
1497,1537
1489,1536
1400,1561
2895,3903
1456,2113
1488,2056
128,128
128,128
1481,2153
1448,2065
2607,3519
1456,2225
1481,2169
128,128
128,128
128,128
2895,3903
2895,3903
1355,2052
1317,368
1517,425
1154,385
1272,497
1313,381
1320,369
1217,352
1401,392
1417,352
1345,433
1417,389
1296,409
1361,369
1417,352
692,768
792,1104
705,1008
769,965
768,1024
740,1011
688,1041
704,985
776,1104
761,1032
760,1041
744,1065
753,984
664,985
688,905
128,128
2895,128
128,128
128,128
2871,128
720,456
128,128
665,432
128,128
128,128
128,128
128,128
2895,128
128,128
1521,2408
2600,785
2112,1224
2496,752
2112,816
2492,793
2372,811
2433,833
2184,816
2320,913
2505,857
2409,897
2473,857
2381,800
2448,801
2432,848
2012,835
2086,2083
2129,2004
1889,1849
2059,2058
2073,1989
2097,2025
1872,1849
2129,1968
2137,1989
2105,2049
2040,2040
2177,2033
2078,2023
1896,1729
1136,1281
1328,1497
1281,1552
1414,1518
1607,1600
1716,1728
1321,1629
2607,128
1697,1576
1640,1657
1592,1689
1560,1705
1768,1649
1745,1672
1512,1265
128,128
1057,504
2895,3903
2607,3519
1041,513
2895,3903
2847,3839
2607,3519
2895,3903
2895,3903
961,456
2895,3903
2895,3903
2895,3903
2895,3903
1284,2217
1071,2143
1119,2133
1049,1872
1088,2072
1098,2116
1072,2136
1065,1880
1024,2145
1040,2145
1105,2080
1096,2120
1118,2097
1133,2110
1195,2085
2895,3903
2895,3903
2895,3903
2607,3519
2871,3871
2895,3903
2847,3839
2607,3519
2895,3903
2895,3903
2895,3903
2895,3903
2895,3903
2895,3903
2895,3903
128,128
2895,128
128,128
128,128
128,3871
128,3903
128,128
128,128
128,3903
2895,128
128,3903
2895,128
128,3903
2895,3903
128,128
2895,3903
2895,3903
2895,3903
2607,3519
2871,3871
2895,3903
2847,3839
2607,3519
2895,3903
2895,3903
2346,2242
2895,3903
2895,3903
2895,3903
2895,3903
1513,1073
1048,1425
1072,1153
956,1177
1105,2809
1065,1280
1123,1252
1001,1086
1113,1225
1049,1425
1172,1228
1068,1409
1146,1132
1113,1121
1451,1169
976,2032
1476,532
1122,2016
1133,407
1208,2030
1200,2056
1128,2054
984,1905
1130,2034
1265,2064
1099,2023
1185,2048
1132,2068
1148,2057
976,2032
1697,1745
1688,1656
1713,1793
1544,1400
1689,1673
1721,1732
1593,1705
1496,1614
1701,1617
1624,1768
1672,1809
1687,1763
1697,1648
1664,1704
1692,1854
1296,3424
1625,3529
1737,3544
1416,1368
1551,3471
1576,1233
1513,3497
1457,1481
1402,3529
1569,1193
1511,3577
1576,1172
1664,1132
1542,1147
1781,889
988,468
1288,425
1336,368
1239,381
1264,500
1473,381
1328,449
1217,433
1344,441
1317,410
1372,415
1257,416
1368,377
1306,395
1344,457
537,1168
638,1272
672,1080
573,1050
722,1184
605,1136
568,1201
593,1029
624,1108
621,1168
592,1160
584,1184
608,1108
579,1120
676,1169
1825,3112
2176,3221
2038,3378
1856,2952
2169,3176
2198,3308
2847,3839
1909,2992
2213,3224
2104,3373
2152,3425
2009,3377
2171,3303
2112,3345
1952,2912
2895,3903
128,3903
128,128
2607,3519
128,128
1552,2136
128,128
2607,3519
128,128
128,128
128,128
128,128
128,128
128,128
1560,2152
1604,2452
1483,2348
1472,2353
1425,2072
1609,2343
1604,2417
1577,2428
1289,2104
1585,2296
1625,2253
1552,2353
1641,2269
1504,2248
1536,2232
1613,2313
1984,2360
2368,2281
2456,2169
2151,2024
2192,2160
1289,2359
2065,537
2080,2104
1313,2381
1354,2356
2361,2281
2240,2288
2136,429
2185,561
2065,2400
1978,673
2565,1049
2120,528
1831,569
2081,544
2081,585
1152,2173
1808,577
1169,2217
1202,2195
2040,657
2895,3903
2113,601
2057,576
2304,1569
2895,3903
2895,3903
2895,128
2607,3519
2871,3871
2895,3903
2847,3839
2847,3839
2895,3903
2895,3903
2895,3903
2895,3903
2895,3903
2895,3903
128,3903
1681,593
128,3903
1953,1800
1721,737
1841,2659
1664,1359
1721,2889
1656,809
1724,1681
1721,789
1925,2120
1948,1305
2895,3903
2895,3903
1536,616
1353,2073
1061,1825
1152,1784
1049,1672
1008,1784
1080,1808
985,1740
947,1674
1113,1868
1049,1768
1100,1865
1233,1961
1144,1849
1141,1777
1120,2129
